recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max
11c2c02e5,15,1,14.8427,93.75,18.1867,1125.0
1263c23c8,17,1,38.9013,1312.5,45.3547,3937.5
12a12f0fa,8,1,31.504,3750.0,35.6267,5531.25
12ec1d4cb,9,1,24.112,1125.0,26.9173,5250.0
133001416,3,1,14.88,1031.25,15.6213,2812.5
13511f7bd,1,1,8.256,3843.75,9.152,5625.0
1375a05d1,21,1,28.1493,3281.25,29.2427,4125.0
1383208d3,10,1,50.4744,947.461,52.9183,10852.7
13c678c1d,1,1,0.864,3843.75,1.76,5625.0
13de5cabb,11,1,57.3359,1808.79,58.4737,5684.77
13f64f898,1,1,35.4613,3843.75,36.3573,5625.0
1414bbe17,14,1,14.6453,3750.0,14.9173,6468.75
141675c80,1,1,54.6933,3843.75,55.5893,5625.0
147b41b13,7,1,35.4133,4687.5,38.5547,11437.5
14948ff80,13,1,44.5013,93.75,45.1253,843.75
14d467153,8,1,0.3733,3750.0,4.496,5531.25
14dc5a39e,13,1,50.5067,93.75,51.1307,843.75
14f6cbe5c,3,1,53.6,1031.25,54.3413,2812.5
1504619b7,18,1,44.512,3187.5,45.2053,5062.5
1520a52ef,13,1,6.496,93.75,7.12,843.75
1535d0c9b,9,1,4.6507,843.75,8.2133,5718.75
1545e29b3,19,1,0.1387,281.25,1.6907,2812.5
156b77dfe,1,1,37.36,3843.75,38.256,5625.0
157a50231,0,1,35.7867,5906.25,36.5813,8250.0
158c5acb6,16,4,18.8427,3093.75,20.6773,4593.75
15d9e6d8b,18,1,36.6453,3187.5,37.3387,5062.5
160add406,23,4,18.6805,6459.96,26.6043,11627.9
160add406,23,4,3.0534,6459.96,10.9772,11627.9
160b70831,2,1,1.9413,468.75,3.7173,3000.0
163e86660,3,1,58.064,1031.25,58.8053,2812.5
16553d5cd,23,4,28.7405,6459.96,36.6643,11627.9
16553d5cd,23,4,41.7088,6459.96,49.6327,11627.9
1679e323d,14,1,8.6773,2531.25,9.264,5531.25
16ccddf71,14,1,51.8773,2812.5,52.8,4406.25
16fc37168,1,1,29.36,3843.75,30.256,5625.0
16ffcf223,14,1,16.9973,2812.5,17.92,4406.25
1702d35a0,22,1,28.2453,10687.5,29.8507,13687.5
178b835e3,20,1,36.6453,2343.75,40.0853,5718.75
178b835e3,16,4,21.2267,3093.75,23.0613,4593.75
178b835e3,16,4,4.256,3093.75,6.0907,4593.75
1795728ba,5,1,39.568,4781.25,41.92,10406.2
17ca62c97,4,1,32.9173,2343.75,34.7733,4218.75
17ca96791,16,4,13.632,3093.75,15.4667,4593.75
180ba3012,6,1,48.352,562.5,50.496,4406.25
184322f0e,22,1,54.8,10687.5,56.4053,13687.5
1856bb5c2,22,1,36.4533,10687.5,38.0587,13687.5
18c47b7f2,8,1,32.544,3750.0,36.6667,5531.25
18df43462,5,1,46.8373,4781.25,49.1893,10406.2
18e249f36,7,1,28.8747,4687.5,32.016,11437.5
19442bf58,12,1,1.4933,562.5,4.6293,3281.25
195e5ba43,19,1,25.184,281.25,26.736,2812.5
19dfeda02,6,1,16.0693,562.5,18.2133,4406.25
1a3993962,16,4,48.144,3093.75,49.9787,4593.75
1a5fb3223,7,1,56.7893,4687.5,59.9307,11437.5
1aa00dc63,23,4,41.2328,6459.96,49.1566,11627.9
1aa00dc63,12,1,19.7867,562.5,22.9227,3281.25
1aef4f8ff,14,1,47.152,2531.25,47.7387,5531.25
1b77382c7,14,1,32.1493,3750.0,32.4213,6468.75
1ba9ee79a,1,1,5.9467,3843.75,6.8427,5625.0
1bc8c196e,22,1,4.5973,10687.5,6.2027,13687.5
1bd29a4bb,10,1,42.7886,947.461,45.2325,10852.7
1c46aa776,6,1,30.7307,562.5,32.8747,4406.25
1ca8c8af6,12,1,0.6827,562.5,3.8187,3281.25
1d6371ff5,6,1,40.5493,562.5,42.6933,4406.25
1d76cb226,21,1,49.712,3281.25,50.8053,4125.0
1d949c49d,15,1,33.6427,93.75,36.9867,1125.0
1e05620be,12,1,38.4587,562.5,41.5947,3281.25
1e0e340e1,6,1,44.0533,562.5,46.1973,4406.25
1e469c124,15,1,28.1493,93.75,31.4933,1125.0
1eb2a9113,7,1,28.4693,4687.5,31.6107,11437.5
1ef3e2282,16,4,24.4587,3093.75,26.2933,4593.75
1f0fe1c7e,22,1,30.3733,10687.5,31.9787,13687.5
1f2260885,11,1,7.0531,1808.79,8.1908,5684.77
1f5dd26db,8,1,6.0907,3750.0,10.2133,5531.25
1fb41e1c4,18,1,13.872,3187.5,14.5653,5062.5
1fb94ae60,2,1,48.2453,468.75,50.0213,3000.0
1fbc39373,16,4,34.3947,3093.75,36.2293,4593.75
1fd650183,4,1,35.136,2343.75,36.992,4218.75
1ffa43aae,13,1,29.7067,93.75,30.3307,843.75
200656f13,23,4,35.1086,6459.96,43.0324,11627.9
2026bced7,12,1,49.8987,562.5,53.0347,3281.25
20801bb7d,4,1,1.9093,2343.75,3.7653,4218.75
20be88a43,6,1,12.9653,562.5,14.9867,3187.5
20de9e491,15,1,54.464,93.75,57.808,1125.0
2105bda77,11,1,49.0812,1808.79,50.219,5684.77
215bb7a8d,11,1,41.0006,1808.79,42.1384,5684.77
21c9f1ba3,8,1,11.8347,3750.0,15.9573,5531.25
21e2f2977,15,1,22.384,93.75,25.728,1125.0
21e2f2977,15,1,26.3307,93.75,29.6747,1125.0
22050fe3f,19,1,56.624,281.25,58.176,2812.5
226ce47d9,23,1,36.9371,7235.16,43.0208,11283.4
22a2faf44,13,1,19.232,93.75,19.856,843.75
22b46c334,8,1,12.7787,3750.0,16.9013,5531.25
22bfc5978,5,1,46.6187,4781.25,48.9707,10406.2
22da462f9,1,1,8.816,3843.75,9.712,5625.0
22eaad9ca,22,1,52.4,10687.5,54.0053,13687.5
2319eb4b4,18,1,25.632,3187.5,26.3253,5062.5
2322ec1d3,3,1,59.2533,1031.25,59.9947,2812.5
23363116f,23,1,8.3998,7235.16,14.4834,11283.4
2337c4af2,22,1,14.272,10687.5,15.8773,13687.5
2393b59e0,23,1,31.4688,7235.16,37.5525,11283.4
23adb9473,20,1,51.504,2343.75,54.944,5718.75
247aeccaf,9,1,19.7227,843.75,23.2853,5718.75
247d81f2b,1,1,29.696,3843.75,30.592,5625.0
24aac801a,1,1,46.4,3843.75,47.296,5625.0
251569711,4,1,18.2133,2343.75,20.0693,4218.75
251737ef0,0,1,35.9307,5906.25,36.7253,8250.0
25218b040,8,1,6.2827,3750.0,10.4053,5531.25
25c229018,6,1,6.5013,562.5,8.6453,4406.25
25de8315e,1,1,52.5387,3843.75,53.4347,5625.0
266e8b635,6,1,42.8427,562.5,44.9867,4406.25
2695a2878,23,1,45.3486,7235.16,51.4322,11283.4
2717a930e,8,1,14.176,3750.0,18.2987,5531.25
275a0fc0c,15,1,35.4667,93.75,38.8107,1125.0
27b26fe5d,19,1,55.104,281.25,56.656,2812.5
27c146a88,17,4,26.7733,1312.5,29.3067,7406.25
27c78408d,19,1,14.128,281.25,15.68,2812.5
281865590,0,1,48.0587,5906.25,48.8533,8250.0
287bf77ec,2,1,12.1813,468.75,13.9573,3000.0
287bf77ec,2,1,8.832,468.75,10.608,3000.0
288e5d13f,3,1,14.3893,1031.25,15.1307,2812.5
28d37d1de,22,1,35.8347,10687.5,37.44,13687.5
28fd95f7f,11,1,24.8802,1808.79,26.018,5684.77
29127020a,3,1,25.12,1031.25,25.8613,2812.5
295f49a04,10,1,38.0401,947.461,40.484,10852.7
29b82a129,19,1,48.9333,281.25,50.4853,2812.5
2a1bb0557,14,1,3.696,3750.0,3.968,6468.75
2a3c1f921,0,1,46.8587,5906.25,47.6533,8250.0
2a69408f6,5,1,41.376,4781.25,43.728,10406.2
2a7ed55d4,5,1,7.3013,4781.25,9.6533,10406.2
2a94d4b86,23,1,24.1488,7235.16,30.2324,11283.4
2b9c8d234,8,1,37.5413,3750.0,41.664,5531.25
2bb539997,7,1,26.0907,4687.5,29.232,11437.5
2bcddf9a5,3,1,20.976,1031.25,21.7173,2812.5
2bcddf9a5,5,1,16.4693,4781.25,18.8213,10406.2
2bf32cf03,8,1,21.0347,3750.0,25.1573,5531.25
2c2127b9e,5,1,9.808,4781.25,12.16,10406.2
2c6ba715f,21,1,43.696,3281.25,44.7893,4125.0
2c97a8020,17,1,44.9547,1312.5,51.408,3937.5
2cd094d21,12,1,51.2107,562.5,54.3467,3281.25
2cd09cfab,11,1,57.3939,1808.79,58.5317,5684.77
2ce34e1b6,16,4,55.296,3093.75,57.1307,4593.75
2cf89ef6b,1,1,24.0,3843.75,24.896,5625.0
2d09eb065,19,1,45.5627,281.25,47.1147,2812.5
2d09eb065,15,1,7.008,93.75,10.352,1125.0
2d50db2b1,11,1,0.8707,1808.79,2.0085,5684.77
2dacf9479,21,1,48.688,3281.25,49.7813,4125.0
2dc763e67,2,1,15.7707,468.75,17.5467,3000.0
2dc763e67,2,1,26.1493,468.75,27.9253,3000.0
2dc763e67,2,1,6.2987,468.75,8.0747,3000.0
2df1f109b,13,1,8.0267,93.75,8.6507,843.75
2e40b2294,0,1,56.7307,5906.25,58.0213,7500.0
2e6758f3e,9,1,51.4507,1125.0,54.256,5250.0
2e698aba5,23,4,4.0229,6459.96,11.9467,11627.9
2e7bc0749,22,1,23.9093,10687.5,25.5147,13687.5
2eb098e76,3,1,28.5547,1031.25,29.296,2812.5
2eb098e76,2,1,20.8693,468.75,22.6453,3000.0
2eb098e76,2,1,24.9653,468.75,26.7413,3000.0
2ec1b3167,13,1,56.9973,93.75,57.6213,843.75
2ed5af143,4,1,57.792,2343.75,59.648,4218.75
2ef429016,4,1,38.7787,2343.75,40.6347,4218.75
2f40810b2,16,4,45.9573,3093.75,47.792,4593.75
2f594b20f,15,1,40.0427,93.75,43.3867,1125.0
2fc2eca0c,9,1,52.9333,1125.0,55.7387,5250.0
2febbdfc5,15,1,15.4613,93.75,18.8053,1125.0
2ffaa6c02,15,1,53.3173,93.75,56.6613,1125.0
304141997,1,1,40.0693,3843.75,40.9653,5625.0
304b4b5fd,21,1,0.9013,3281.25,1.9947,4125.0
3051fc9d0,15,1,38.0693,93.75,41.4133,1125.0
305ff00d1,14,1,49.856,3750.0,50.128,6468.75
306f98294,19,1,10.2933,281.25,11.8453,2812.5
30cd416ed,13,1,46.6773,93.75,47.3013,843.75
31259d9d5,0,1,24.496,5906.25,25.7867,7500.0
321c09a90,20,1,56.1333,2343.75,59.5733,5718.75
32278292a,3,1,27.3067,1031.25,28.048,2812.5
3296a3827,6,1,55.328,562.5,57.3493,3187.5
3346f84ee,11,1,36.0548,1808.79,37.1926,5684.77
33d0f2685,16,4,37.936,3093.75,39.7707,4593.75
33d0f2685,16,4,55.984,3093.75,57.8187,4593.75
340c7f964,15,1,53.8347,93.75,57.1787,1125.0
34340b225,23,4,15.865,6459.96,23.7888,11627.9
34340b225,5,1,39.872,4781.25,42.224,10406.2
3458e20b8,10,1,10.4432,947.461,12.8871,10852.7
349095631,0,1,28.432,5906.25,29.2267,8250.0
349095631,9,1,16.2293,843.75,19.792,5718.75
3508bf762,22,1,17.8027,10687.5,19.408,13687.5
3513db2b8,21,1,23.8827,3281.25,24.976,4125.0
352056163,13,1,32.8587,93.75,33.4827,843.75
352bc8d36,21,1,2.256,3281.25,3.3493,4125.0
35675af70,23,1,53.1389,7235.16,59.2225,11283.4
356b93991,18,1,7.4667,3187.5,8.16,5062.5
35844fa7f,6,1,20.4,562.5,22.544,4406.25
35a7c2277,22,1,16.3307,10687.5,17.936,13687.5
35b60a4a0,13,1,14.0747,93.75,14.6987,843.75
35f9c5c38,5,1,38.1227,4781.25,40.4747,10406.2
3647cd276,15,1,54.832,93.75,58.176,1125.0
364e9b5e7,16,4,28.3147,3093.75,30.1493,4593.75
368be0579,3,1,55.232,1031.25,55.9733,2812.5
3710abba6,0,1,49.2373,5906.25,50.528,7500.0
373f470c4,11,1,5.7469,1808.79,6.8847,5684.77
376a0a779,18,1,51.8667,3187.5,52.56,5062.5
377e04f82,11,1,28.1019,1808.79,29.2397,5684.77
37b6d1db9,23,1,43.3981,7235.16,49.4817,11283.4
37d16f30f,10,1,33.0536,947.461,35.4975,10852.7
3853bba8e,9,1,2.112,843.75,5.6747,5718.75
398e818ec,11,1,13.3631,1808.79,14.5009,5684.77
399e17911,4,1,17.6373,2343.75,19.4933,4218.75
39aa6482e,4,1,16.7413,2531.25,18.928,4031.25
39c15e092,10,1,47.1307,947.461,49.5746,10852.7
3a1293df5,2,1,31.0453,468.75,32.8213,3000.0
3a2afcf76,18,1,27.232,3187.5,27.9253,5062.5
3aa730d19,5,1,11.5307,4781.25,13.8827,10406.2
3ac6f246a,5,1,4.2987,4781.25,6.6507,10406.2
3b0e345fc,9,1,51.8027,843.75,55.3653,5718.75
3bb222791,11,1,1.1552,1808.79,2.293,5684.77
3c443fa6e,8,1,54.3147,3750.0,58.4373,5531.25
3c4cf66fd,13,1,39.9573,93.75,40.5813,843.75
3c621e663,17,1,20.5973,1312.5,27.0507,3937.5
3c621e663,17,1,2.8053,1312.5,9.2587,3937.5
3c621e663,17,1,49.792,1312.5,56.2453,3937.5
3ca3a1b6a,21,1,21.3547,3281.25,22.448,4125.0
3d28b6a6b,22,1,47.4613,10687.5,49.0667,13687.5
3d2b1c860,21,1,47.4773,3281.25,48.5707,4125.0
3dc230571,21,1,19.9893,3281.25,21.0827,4125.0
3ebc2aebe,15,1,27.024,93.75,30.368,1125.0
3f3c49ad2,10,1,16.4339,947.461,18.8778,10852.7
3f48c15dc,10,1,39.0327,947.461,41.4766,10852.7
3f5f4aa9a,12,1,23.584,562.5,26.72,3281.25
3f5fa0d76,23,1,46.3644,7235.16,52.4481,11283.4
3f88e7718,10,1,8.2953,947.461,10.7392,10852.7
3fa666880,22,1,55.5733,10687.5,57.1787,13687.5
3fcca1372,17,1,38.576,1312.5,45.0293,3937.5
3ffaeaa6c,15,1,48.2453,93.75,51.5893,1125.0
400b7210c,17,1,44.4,1312.5,50.8533,3937.5
400b7210c,17,1,48.448,1312.5,54.9013,3937.5
400b7210c,19,1,46.624,281.25,48.176,2812.5
400b7210c,17,1,35.904,1312.5,42.3573,3937.5
408314767,20,1,49.3653,1312.5,54.7467,6093.75
408fcd1dc,23,4,48.0537,6459.96,55.9775,11627.9
415cf2484,7,1,56.816,4687.5,59.9573,11437.5
41829d963,2,1,4.2933,468.75,6.0693,3000.0
41829d963,2,1,0.656,468.75,2.432,3000.0
419259ac2,13,1,54.496,93.75,55.12,843.75
41e6d9f63,16,4,0.9067,3093.75,2.7413,4593.75
420aeb3ea,11,1,57.7306,1808.79,58.8684,5684.77
422de4e4d,21,1,42.3413,3281.25,43.4347,4125.0
426c11508,5,1,22.112,4781.25,24.464,10406.2
42a7c4f08,14,1,30.5493,2812.5,31.472,4406.25
42ea7a091,18,1,34.9653,3187.5,35.6587,5062.5
42f4b8b64,14,1,3.184,2812.5,4.1067,4406.25
4373930a5,13,1,45.584,93.75,46.208,843.75
438c12dbc,7,1,19.5467,4687.5,22.688,11437.5
43b27b5ab,18,1,23.4987,3187.5,24.192,5062.5
43d34d63c,15,1,42.5707,93.75,45.9147,1125.0
43d34d63c,2,1,9.9627,468.75,11.7387,3000.0
441707582,16,4,19.568,3093.75,21.4027,4593.75
447409a6b,0,1,25.872,5906.25,26.6667,8250.0
4482bd512,12,1,29.5947,562.5,32.7307,3281.25
44c8b5c73,12,1,0.704,562.5,3.84,3281.25
459513f88,8,1,51.9413,3750.0,56.064,5531.25
45c356538,0,1,50.112,5906.25,50.9067,8250.0
45e58e08b,14,1,37.9307,2812.5,38.8533,4406.25
45eabd218,23,1,23.4464,7235.16,29.53,11283.4
4621de448,23,1,21.1244,7235.16,27.208,11283.4
4696db75c,11,1,49.2495,1808.79,50.3873,5684.77
46c7db806,14,1,49.472,2812.5,50.3947,4406.25
471bb3a84,12,1,28.0373,562.5,31.1733,3281.25
471df4911,11,1,46.8695,1808.79,48.0073,5684.77
473cac467,11,1,9.0268,1808.79,10.1645,5684.77
477119234,6,1,20.9387,562.5,22.96,3187.5
477e497db,4,1,49.728,2343.75,51.584,4218.75
47f2eb3b8,14,1,8.5707,2812.5,9.4933,4406.25
4874059ad,21,1,58.1013,3281.25,59.1947,4125.0
489ecb611,3,1,33.8187,1031.25,34.56,2812.5
48a77f450,22,1,52.3573,10687.5,53.9627,13687.5
48b7f6cde,1,1,12.3147,3843.75,13.2107,5625.0
48ceeeb96,23,4,28.7231,6459.96,36.6469,11627.9
48fb5143f,20,1,24.4107,2343.75,27.8507,5718.75
48fb5143f,20,1,28.64,2343.75,32.08,5718.75
49b80ec61,16,4,24.2667,3093.75,26.1013,4593.75
49fbbb4ca,5,1,17.3387,4781.25,19.6907,10406.2
4a0ca83ec,9,1,20.832,1125.0,23.6373,5250.0
4a7fe1b31,17,1,49.456,1312.5,55.9093,3937.5
4afa51495,10,1,49.4991,947.461,51.943,10852.7
4b3e0b984,0,1,0.8747,5906.25,2.1653,7500.0
4b406a1bc,4,1,10.7627,2343.75,12.6187,4218.75
4b4c2901c,20,1,46.5493,1312.5,51.9307,6093.75
4b7da2fb5,7,1,11.36,4687.5,14.5013,11437.5
4bb31c8c1,6,1,45.2213,562.5,47.3653,4406.25
4bb6b8a81,18,1,36.4053,3187.5,37.0987,5062.5
4bc00de61,23,1,23.1097,7235.16,29.1933,11283.4
4c010ec47,5,1,35.2053,4781.25,37.5573,10406.2
4c840ed89,7,1,32.848,4687.5,35.9893,11437.5
4c845907b,12,1,40.368,562.5,43.504,3281.25
4d54e38a8,12,1,45.9893,562.5,49.1253,3281.25
4df50c66e,17,1,4.4853,1312.5,10.9387,3937.5
4e2898673,1,1,10.3893,3843.75,11.2853,5625.0
4e464ff6b,6,1,48.6613,562.5,50.8053,4406.25
4e4bc17a7,7,1,2.3947,4687.5,5.536,11437.5
4e5702ed7,16,4,21.824,3093.75,23.6587,4593.75
4e90ab2fb,4,1,53.0027,2343.75,54.8587,4218.75
4e91c87cc,0,1,39.0773,5906.25,39.872,8250.0
4ef096b89,23,4,12.4981,6459.96,20.4219,11627.9
4f600e6f7,11,1,40.8613,1808.79,41.9991,5684.77
4f6e4f097,10,1,20.4161,947.461,22.86,10852.7
4fae9a4ea,13,1,28.7147,93.75,29.3387,843.75
4fb946872,6,1,4.016,562.5,6.16,4406.25
50b93a173,19,1,20.8853,281.25,22.4373,2812.5
50f616a04,0,1,45.0453,5906.25,45.84,8250.0
512c1ac7e,0,1,8.8907,5906.25,9.6853,8250.0
51319c540,10,1,5.0213,947.461,7.4652,10852.7
515861db9,12,1,37.7707,562.5,40.9067,3281.25
51cb253b0,7,1,45.9627,4687.5,49.104,11437.5
51f69a454,23,1,4.3886,7235.16,10.4722,11283.4
5280a7fe9,3,1,46.48,1031.25,47.2213,2812.5
5281fc845,16,4,7.6213,3093.75,9.456,4593.75
52cec3943,13,1,54.0267,93.75,57.8987,1406.25
533ae3f85,18,1,31.9573,3187.5,32.6507,5062.5
534b6a4a0,3,1,8.8747,1031.25,9.616,2812.5
534db172e,19,1,36.4427,281.25,37.9947,2812.5
534db172e,19,1,34.1013,281.25,35.6533,2812.5
53e4f09ab,8,1,19.8507,3750.0,23.9733,5531.25
5407d8c89,8,1,23.9307,3750.0,28.0533,5531.25
541550e6c,3,1,30.416,1031.25,31.1573,2812.5
54399c91c,18,1,53.776,3187.5,54.4693,5062.5
5493f3b1a,22,1,12.1813,10687.5,13.7867,13687.5
551385b05,23,4,44.4372,6459.96,52.361,11627.9
551385b05,11,1,33.9534,1808.79,35.0912,5684.77
55228e5c5,16,4,24.544,3093.75,26.3787,4593.75
55648ef63,14,1,53.8773,2812.5,54.8,4406.25
556cb3c93,21,1,53.2373,3281.25,54.3307,4125.0
557506b62,7,1,39.2213,4687.5,42.3627,11437.5
55b2b19d1,23,4,48.5355,6459.96,56.4593,11627.9
55b2b19d1,23,4,32.8156,6459.96,40.7394,11627.9
55dca9c85,23,1,9.8975,7235.16,15.9811,11283.4
55e48150a,11,1,32.119,1808.79,33.2568,5684.77
5609ef334,19,1,52.016,281.25,53.568,2812.5
560ccf19c,0,1,15.392,5906.25,16.1867,8250.0
561ed4362,14,1,0.08,2531.25,0.6667,5531.25
561ed4362,7,1,0.3307,4687.5,3.472,11437.5
5635d4cbe,21,1,24.112,3281.25,25.2053,4125.0
5673135ca,23,4,17.1131,6459.96,25.0369,11627.9
568f644e1,7,1,23.9467,4687.5,27.088,11437.5
56d22a5b3,18,1,15.0347,3187.5,15.728,5062.5
56e311030,8,1,4.7413,3750.0,8.864,5531.25
56ff074df,1,1,2.7093,3843.75,3.6053,5625.0
5723a520c,12,1,10.1973,562.5,13.3333,3281.25
579bcf9e0,11,1,20.1839,1808.79,21.3217,5684.77
579db058c,0,1,36.2293,5906.25,37.52,7500.0
57b4ff4be,7,1,27.424,4687.5,30.5653,11437.5
57de62a79,23,1,13.1251,7235.16,19.2087,11283.4
57ff372f3,0,1,33.5467,5906.25,34.3413,8250.0
5816c1336,16,4,4.864,3093.75,6.6987,4593.75
581d07559,3,1,9.4293,1031.25,10.1707,2812.5
582d6efec,8,1,47.3333,3750.0,51.456,5531.25
5840c2d77,7,1,44.624,4687.5,47.7653,11437.5
5857d6f6d,1,1,17.2907,3843.75,18.1867,5625.0
5877cea08,3,1,53.0773,1031.25,53.8187,2812.5
58b6b8a47,21,1,53.312,3281.25,54.4053,4125.0
58b92fcdc,5,1,15.824,4781.25,18.176,10406.2
590163609,5,1,0.0267,4781.25,2.3787,10406.2
596463649,9,1,2.384,843.75,5.9467,5718.75
5977f6b4c,1,1,16.3467,3843.75,17.2427,5625.0
599b19a33,15,1,53.8773,93.75,57.2213,1125.0
59a9eb657,23,4,43.4445,6459.96,51.3683,11627.9
59a9eb657,23,4,48.4484,6459.96,56.3722,11627.9
59ce91d00,16,4,0.864,3093.75,2.6987,4593.75
59e549ee2,5,1,49.632,4781.25,51.984,10406.2
5a2185b19,20,1,6.4853,2343.75,9.9253,5718.75
5a3f09a5c,10,1,44.2166,947.461,46.6605,10852.7
5a55970ad,17,1,19.9787,1312.5,26.432,3937.5
5a7cc4e44,17,4,49.9147,1406.25,52.5227,3937.5
5a8a2b155,18,1,33.8347,3187.5,34.528,5062.5
5ac6b1e85,6,1,50.0053,562.5,52.1493,4406.25
5b1e3b55b,17,1,6.7627,1312.5,13.216,3937.5
5b1e3b55b,17,1,2.8,1312.5,9.2533,3937.5
5b219bb1c,12,1,0.56,562.5,3.696,3281.25
5b5218aba,11,1,50.7066,1808.79,51.8444,5684.77
5b54af5a2,3,1,20.4213,1031.25,21.1627,2812.5
5b8830884,8,1,32.0213,3750.0,36.144,5531.25
5bf1ac192,23,1,28.8566,7235.16,34.9402,11283.4
5bfe1dec6,17,1,22.352,1312.5,28.8053,3937.5
5bfe1dec6,17,1,37.5733,1312.5,44.0267,3937.5
5bfe1dec6,17,1,32.0747,1312.5,38.528,3937.5
5c1ae8b6f,0,1,55.9147,5906.25,56.7093,8250.0
5c57d8095,15,1,21.5787,93.75,24.9227,1125.0
5c609dbfb,18,1,19.9947,3187.5,20.688,5062.5
5cd1a3c29,12,1,42.7787,562.5,45.9147,3281.25
