recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max
039dd83e7,8,1,13.7173,3750.0,17.84,5531.25
03a7d9ad6,20,1,5.184,2343.75,8.624,5718.75
03a7d9ad6,19,1,43.2427,281.25,44.7947,2812.5
03ac92720,10,1,39.6132,947.4609,42.0571,10852.7344
03b0b2911,17,1,52.9813,1312.5,59.4347,3937.5
03b0b2911,5,1,36.5653,4781.25,38.9173,10406.25
03b96f209,15,1,53.8347,93.75,57.1787,1125.0
03c7f5878,2,1,49.9307,468.75,51.7067,3000.0
03c7f5878,20,1,43.0987,2343.75,46.5387,5718.75
03e8c2dc8,17,4,4.3733,1312.5,6.9067,7406.25
03e8c2dc8,1,1,29.344,3843.75,30.24,5625.0
03e8c2dc8,9,1,33.856,1125.0,36.6613,5250.0
03e8c2dc8,12,1,22.2133,562.5,25.3493,3281.25
03f26cc6b,22,1,39.152,10687.5,40.7573,13687.5
0406f2e0c,11,1,37.5002,1808.7891,38.638,5684.7656
0406f2e0c,21,1,42.1173,3281.25,43.2107,4125.0
0406f2e0c,19,1,30.7627,281.25,32.3147,2812.5
04230cfcd,13,1,51.5947,93.75,55.4667,1406.25
04230cfcd,9,1,43.248,1125.0,46.0533,5250.0
042638dad,2,1,3.744,468.75,5.52,3000.0
0434aa9f1,10,1,41.0064,947.4609,43.4503,10852.7344
044215cde,23,1,12.5446,7235.1562,18.6282,11283.3984
044f7a7e5,17,4,36.3627,1312.5,38.896,7406.25
044f7a7e5,23,4,11.9583,6459.9609,19.8821,11627.9297
044f7a7e5,5,1,21.8133,4781.25,24.1653,10406.25
044f7a7e5,13,1,29.28,93.75,33.152,1406.25
044f7a7e5,2,1,58.096,468.75,59.872,3000.0
0471295f3,1,1,25.9787,3843.75,26.8747,5625.0
048ac16fc,20,1,28.0213,2343.75,31.4613,5718.75
048ac16fc,2,1,16.544,468.75,18.32,3000.0
048ac16fc,14,1,10.2613,2531.25,10.848,5531.25
048c43993,23,4,51.6992,6459.9609,59.623,11627.9297
048c43993,8,1,55.4987,3750.0,59.6213,5531.25
048eb9ffb,22,1,43.1947,10687.5,44.8,13687.5
049a76094,9,1,38.4107,1125.0,41.216,5250.0
049a76094,23,4,33.8721,6459.9609,41.7959,11627.9297
049a76094,14,1,2.9013,2531.25,3.488,5531.25
049bbf288,17,1,26.8853,1312.5,33.3387,3937.5
049bbf288,23,4,24.3577,6459.9609,32.2815,11627.9297
049bbf288,21,1,22.8427,3281.25,23.936,4125.0
049bbf288,7,1,8.1013,4687.5,11.2427,11437.5
049bbf288,17,4,35.6213,1312.5,38.1547,7406.25
04a16424c,9,1,54.992,1125.0,57.7973,5250.0
04a16424c,16,4,54.576,3093.75,56.4107,4593.75
04af4dc74,18,1,49.088,3187.5,49.7813,5062.5
04e36e3f3,22,1,18.192,10687.5,19.7973,13687.5
04e3e4104,18,1,39.568,3187.5,40.2613,5062.5
04e70a8e3,6,1,12.064,562.5,14.208,4406.25
04e70a8e3,13,1,44.048,93.75,47.92,1406.25
04e70a8e3,1,1,52.4747,3843.75,53.3707,5625.0
04e70a8e3,13,1,40.272,93.75,44.144,1406.25
04e8c27b7,20,1,37.5573,2343.75,40.9973,5718.75
04e8c27b7,12,1,56.8213,562.5,59.9573,3281.25
04e8c27b7,8,1,4.3733,3750.0,8.496,5531.25
04e8c27b7,15,1,40.096,93.75,43.44,1125.0
04e8c27b7,18,1,47.0293,3187.5,47.7227,5062.5
04e8c27b7,23,4,38.9457,6459.9609,46.8695,11627.9297
04e90f0ff,3,1,53.0987,1031.25,53.84,2812.5
04efd6001,9,1,48.5227,1125.0,51.328,5250.0
04efd6001,7,1,12.4853,4687.5,15.6267,11437.5
04fb46abf,5,1,23.3013,5062.5,26.4107,11250.0
04fb46abf,3,1,24.2613,1031.25,25.0027,2812.5
050d0ca85,12,1,44.6027,562.5,47.7387,3281.25
0511d5770,11,1,23.8353,1808.7891,24.9731,5684.7656
05194d95e,12,1,22.1547,562.5,25.2907,3281.25
051cddb21,23,4,17.1015,6459.9609,25.0253,11627.9297
052990102,4,1,1.4987,2343.75,3.3547,4218.75
052990102,14,1,18.784,2531.25,19.3707,5531.25
053aeb7bd,9,1,7.104,1125.0,9.9093,5250.0
053aeb7bd,16,4,8.96,3093.75,10.7947,4593.75
053aeb7bd,1,1,39.264,3843.75,40.16,5625.0
053aeb7bd,15,1,2.912,93.75,6.256,1125.0
053c2bfa7,23,1,45.2325,7235.1562,51.3161,11283.3984
05ac12261,15,1,0.7947,93.75,4.1387,1125.0
05ac12261,20,1,28.848,2343.75,32.288,5718.75
05ac12261,20,1,21.6107,2343.75,25.0507,5718.75
05ac12261,9,1,9.0187,1125.0,11.824,5250.0
05be38697,6,1,22.1333,562.5,24.1547,3187.5
05be38697,9,1,30.016,1125.0,32.8213,5250.0
05f4c463d,14,1,14.1013,2531.25,14.688,5531.25
05f4c463d,15,1,28.4107,93.75,31.7547,1125.0
05fddb6fb,5,1,49.2587,4781.25,51.6107,10406.25
05fddb6fb,8,1,34.8853,3750.0,39.008,5531.25
05fddb6fb,11,1,42.7712,1808.7891,43.9089,5684.7656
05fddb6fb,0,1,19.2693,5906.25,20.56,7500.0
05fddb6fb,14,1,25.6,2531.25,26.1867,5531.25
05fddb6fb,23,4,22.9994,6459.9609,30.9232,11627.9297
0608aef17,3,1,18.5493,1031.25,19.2907,2812.5
064d24348,16,4,44.8373,3093.75,46.672,4593.75
065012e32,4,1,3.824,2343.75,5.68,4218.75
065012e32,19,1,49.84,281.25,51.392,2812.5
06523229a,5,1,49.6427,5062.5,52.752,11250.0
06523229a,9,1,4.1067,1125.0,6.912,5250.0
06523229a,20,1,31.3067,2343.75,34.7467,5718.75
06523229a,8,1,34.752,3750.0,38.8747,5531.25
065f57740,16,4,28.4747,3093.75,30.3093,4593.75
065f57740,2,1,25.1253,468.75,26.9013,3000.0
065f57740,21,1,28.5547,3281.25,29.648,4125.0
0669568b1,0,1,47.248,5906.25,48.5387,7500.0
0669568b1,7,1,50.1227,4687.5,53.264,11437.5
0669568b1,17,4,27.6373,1312.5,30.1707,7406.25
06877eed1,4,1,45.5733,2343.75,47.4293,4218.75
06877eed1,2,1,54.7787,468.75,56.5547,3000.0
06877eed1,11,1,50.0506,1808.7891,51.1884,5684.7656
068f1b8e2,21,1,26.0747,3281.25,27.168,4125.0
069d5cd00,8,1,1.3813,3750.0,5.504,5531.25
069f97b69,20,1,35.024,2343.75,38.464,5718.75
06c44d203,12,1,1.296,562.5,4.432,3281.25
06c44d203,1,1,13.3973,3843.75,14.2933,5625.0
06d8a3bae,13,1,34.0213,93.75,37.8933,1406.25
06d8a3bae,3,1,21.8293,1031.25,22.5707,2812.5
06d95a7e8,17,4,3.7707,1312.5,6.304,7406.25
06d95a7e8,12,1,52.6613,562.5,55.7973,3281.25
06d95a7e8,1,1,4.4427,3843.75,5.3387,5625.0
06d95a7e8,5,1,3.248,4781.25,5.6,10406.25
06defceab,23,1,20.7702,7235.1562,26.8539,11283.3984
06df23093,4,1,15.6373,2343.75,17.4933,4218.75
06f60bd19,14,1,48.1387,2531.25,48.7253,5531.25
06f60bd19,9,1,49.696,1125.0,52.5013,5250.0
06f60bd19,22,1,35.8667,10687.5,37.472,13687.5
06f60bd19,9,1,10.5013,1125.0,13.3067,5250.0
06f60bd19,5,1,49.872,5062.5,52.9813,11250.0
06fffb5aa,22,1,29.232,10687.5,30.8373,13687.5
070bbf5f9,5,1,18.896,5062.5,22.0053,11250.0
070bbf5f9,3,1,20.2453,1031.25,20.9867,2812.5
071632d14,8,1,1.5947,3750.0,5.7173,5531.25
071823da4,6,1,10.8533,562.5,12.9973,4406.25
072394f9f,16,4,10.3093,3093.75,12.144,4593.75
073e4d908,7,1,51.2533,4687.5,54.3947,11437.5
073e4d908,6,1,5.5627,562.5,7.7067,4406.25
073e4d908,14,1,38.0693,2531.25,38.656,5531.25
074978766,6,1,50.656,562.5,52.8,4406.25
074cf066a,7,1,47.712,4687.5,50.8533,11437.5
074cf066a,10,1,47.0668,947.4609,49.5107,10852.7344
0759cfd57,22,1,7.9413,10687.5,9.5467,13687.5
076ba0261,18,1,20.912,3187.5,21.6053,5062.5
076ba0261,0,1,21.3653,5906.25,22.656,7500.0
07732dc66,15,1,8.448,93.75,11.792,1125.0
07732dc66,1,1,13.184,3843.75,14.08,5625.0
07748f4da,23,4,21.9487,6459.9609,29.8725,11627.9297
07748f4da,11,1,49.9055,1808.7891,51.0433,5684.7656
07748f4da,5,1,47.2107,4781.25,49.5627,10406.25
077b08bdb,8,1,0.8267,3750.0,4.9493,5531.25
078788674,8,1,14.6827,3750.0,18.8053,5531.25
078788674,2,1,27.824,468.75,29.6,3000.0
079cef4b3,18,1,49.8293,3187.5,50.5227,5062.5
079cef4b3,2,1,37.0507,468.75,38.8267,3000.0
079cef4b3,17,1,35.7067,1312.5,42.16,3937.5
07b5f24b6,6,1,6.7147,562.5,8.8587,4406.25
07c08e332,23,4,41.5521,6459.9609,49.4759,11627.9297
07e6ea0f8,4,1,19.0347,2343.75,20.8907,4218.75
07e6ea0f8,16,4,56.7787,3093.75,58.6133,4593.75
07edb03ee,23,4,34.5281,6459.9609,42.4519,11627.9297
07edb03ee,7,1,42.704,4687.5,45.8453,11437.5
07edb03ee,15,1,38.2667,93.75,41.6107,1125.0
07f7c929f,7,1,22.2133,4687.5,25.3547,11437.5
07f7c929f,4,1,55.1467,2343.75,57.0027,4218.75
081028e00,18,1,1.072,3187.5,1.7653,5062.5
08167c1c1,16,4,43.0773,3093.75,44.912,4593.75
0819bd965,22,1,6.0907,10687.5,7.696,13687.5
08243f982,23,1,1.2016,7235.1562,7.2853,11283.3984
0839c1940,22,1,52.4587,10687.5,54.064,13687.5
083e92382,22,1,21.9733,10687.5,23.5787,13687.5
083e92382,6,1,54.896,562.5,57.04,4406.25
085457fb0,14,1,1.5573,2531.25,2.144,5531.25
08659843d,19,1,41.8293,281.25,43.3813,2812.5
0868752e2,16,4,31.472,3093.75,33.3067,4593.75
0868752e2,15,1,41.888,93.75,45.232,1125.0
0876d30ac,23,1,49.6907,7235.1562,55.7743,11283.3984
087e68d29,23,1,15.0523,7235.1562,21.136,11283.3984
08830e5c1,7,1,51.8667,4687.5,55.008,11437.5
08830e5c1,17,1,52.2133,1312.5,58.6667,3937.5
08830e5c1,20,1,10.56,2343.75,14.0,5718.75
088a32d3e,23,1,50.9388,7235.1562,57.0224,11283.3984
088d88a09,16,4,0.9547,3093.75,2.7893,4593.75
0898c36e0,4,1,1.2373,2343.75,3.0933,4218.75
0898c36e0,23,4,16.0972,6459.9609,24.021,11627.9297
0898c36e0,8,1,26.4427,3750.0,30.5653,5531.25
0898c36e0,13,1,13.6373,93.75,17.5093,1406.25
0898c36e0,9,1,1.2373,1125.0,4.0427,5250.0
0898c36e0,15,1,27.2107,93.75,30.5547,1125.0
08ad9244f,3,1,0.5973,1031.25,1.3387,2812.5
08d0d47c3,7,1,42.288,4687.5,45.4293,11437.5
08db743d0,17,4,47.424,1312.5,49.9573,7406.25
08db743d0,8,1,48.7467,3750.0,52.8693,5531.25
08db743d0,0,1,45.0987,5906.25,46.3893,7500.0
08dc46957,2,1,34.8533,468.75,36.6293,3000.0
08dc46957,2,1,47.088,468.75,48.864,3000.0
08f1d28d2,11,1,16.5268,1808.7891,17.6646,5684.7656
08f1d28d2,16,4,37.6427,3093.75,39.4773,4593.75
08f1d28d2,23,4,43.5316,6459.9609,51.4554,11627.9297
08f1d28d2,17,1,8.3947,1312.5,14.848,3937.5
08fce68af,16,4,0.0533,3093.75,1.888,4593.75
08fce68af,13,1,3.0773,93.75,6.9493,1406.25
08fce68af,13,1,0.0107,93.75,3.8827,1406.25
090ae427d,3,1,33.3867,1031.25,34.128,2812.5
090ae427d,11,1,3.0244,1808.7891,4.1622,5684.7656
091a9a48c,2,1,39.6853,468.75,41.4613,3000.0
091d8cc72,6,1,0.256,562.5,2.4,4406.25
09315d9bf,23,1,42.3822,7235.1562,48.4659,11283.3984
094641bb2,20,1,9.0293,2343.75,12.4693,5718.75
094641bb2,15,1,25.184,93.75,28.528,1125.0
094b0ce8e,7,1,45.9893,4687.5,49.1307,11437.5
094b0ce8e,20,1,48.8533,2343.75,52.2933,5718.75
094b72326,8,1,20.7147,3750.0,24.8373,5531.25
094b72326,9,1,4.0213,1125.0,6.8267,5250.0
094b72326,9,1,1.0827,1125.0,3.888,5250.0
094b72326,10,1,39.5842,947.4609,42.0281,10852.7344
095a6d245,12,1,53.2053,562.5,56.3413,3281.25
095a6d245,11,1,10.031,1808.7891,11.1688,5684.7656
095a6d245,17,4,57.2747,1312.5,59.808,7406.25
095ab4bbb,17,1,25.744,1312.5,32.1973,3937.5
095ab4bbb,19,1,0.9973,281.25,2.5493,2812.5
095e942f1,9,1,28.5013,1125.0,31.3067,5250.0
095e942f1,11,1,18.3786,1808.7891,19.5164,5684.7656
0968aea09,19,1,12.5813,281.25,14.1333,2812.5
0968aea09,10,1,45.2789,947.4609,47.7228,10852.7344
097a91620,23,4,47.1539,6459.9609,55.0777,11627.9297
097a91620,7,1,49.5467,4687.5,52.688,11437.5
097a91620,5,1,5.056,4781.25,7.408,10406.25
097a91620,17,1,48.2347,1312.5,54.688,3937.5
09bb67de8,6,1,6.3413,562.5,8.4853,4406.25
09bfcc3a5,3,1,12.7787,1031.25,13.52,2812.5
09bfcc3a5,14,1,44.096,2531.25,44.6827,5531.25
09faf10ca,15,1,54.048,93.75,57.392,1125.0
09faf10ca,11,1,45.1628,1808.7891,46.3006,5684.7656
09fe8c9ea,18,1,40.3573,3187.5,41.0507,5062.5
0a1660b55,13,1,39.5733,93.75,40.1973,843.75
0a29fd478,10,1,56.2155,947.4609,58.6594,10852.7344
0a33527e9,12,1,42.3307,562.5,45.4667,3281.25
0a33527e9,14,1,32.08,2531.25,32.6667,5531.25
0a4e7e350,12,1,8.9707,562.5,12.1067,3281.25
0a4e7e350,1,1,27.872,3843.75,28.768,5625.0
0a4e7e350,10,1,24.0965,947.4609,26.5404,10852.7344
0a4e7e350,5,1,18.9547,4781.25,21.3067,10406.25
0a4e7e350,20,1,38.8427,2343.75,42.2827,5718.75
0a4e7e350,12,1,53.504,562.5,56.64,3281.25
0a4f02024,6,1,35.3013,562.5,37.4453,4406.25
0a65cc78c,10,1,39.1024,947.4609,41.5463,10852.7344
0a698a702,2,1,57.1947,468.75,58.9707,3000.0
0a864bdf1,11,1,8.2605,1808.7891,9.3983,5684.7656
0a864bdf1,3,1,57.4507,1031.25,58.192,2812.5
0a864bdf1,9,1,6.0427,1125.0,8.848,5250.0
0a8974fbc,17,1,17.8293,1312.5,24.2827,3937.5
0a8974fbc,8,1,35.408,3750.0,39.5307,5531.25
0a8974fbc,9,1,40.4053,1125.0,43.2107,5250.0
0a8974fbc,8,1,30.3413,3750.0,34.464,5531.25
0a9143370,17,1,16.448,1312.5,22.9013,3937.5
0a9143370,17,4,7.4293,1312.5,9.9627,7406.25
0a9143370,10,1,46.5966,947.4609,49.0405,10852.7344
0a9143370,19,1,51.4133,281.25,52.9653,2812.5
0a98ad3b6,15,1,46.7893,93.75,50.1333,1125.0
0a98ad3b6,13,1,41.28,93.75,45.152,1406.25
0a9a53ccc,11,1,21.2172,1808.7891,22.355,5684.7656
0a9cdd8a5,23,4,3.0941,6459.9609,11.0179,11627.9297
0a9ec9e31,0,1,12.1547,5906.25,13.4453,7500.0
0aa32b6ab,2,1,49.8933,468.75,51.6693,3000.0
0aa32b6ab,9,1,20.5227,1125.0,23.328,5250.0
0ad908b48,9,1,40.1867,1125.0,42.992,5250.0
0ad908b48,7,1,41.888,4687.5,45.0293,11437.5
0ad908b48,17,1,48.4427,1312.5,54.896,3937.5
0ad94a523,13,1,40.048,93.75,43.92,1406.25
0ad94a523,7,1,3.088,4687.5,6.2293,11437.5
0ad94a523,23,4,39.3288,6459.9609,47.2526,11627.9297
0ad94a523,17,1,42.032,1312.5,48.4853,3937.5
0adec440a,23,1,7.4884,7235.1562,13.5721,11283.3984
0b231d23d,15,1,29.3653,93.75,32.7093,1125.0
0b2fa3f80,2,1,55.0987,468.75,56.8747,3000.0
0b2fa3f80,4,1,7.1147,2343.75,8.9707,4218.75
0b2fa3f80,14,1,58.7307,2531.25,59.3173,5531.25
0b2fa3f80,13,1,38.336,93.75,42.208,1406.25
0b2fa3f80,20,1,53.6693,2343.75,57.1093,5718.75
0b306a59b,0,1,13.6853,5906.25,14.976,7500.0
0b306a59b,6,1,36.8853,562.5,38.9067,3187.5
0b306a59b,5,1,50.5653,5062.5,53.6747,11250.0
0b306a59b,23,4,35.8226,6459.9609,43.7464,11627.9297
0b3479649,12,1,21.7813,562.5,24.9173,3281.25
0b395f647,1,1,57.4933,3843.75,58.3893,5625.0
0b53368a4,10,1,31.8404,947.4609,34.2843,10852.7344
0b5a33bb8,16,4,46.7093,3093.75,48.544,4593.75
0b608ad6b,7,1,15.312,4687.5,18.4533,11437.5
0b608ad6b,1,1,14.8053,3843.75,15.7013,5625.0
0b7b8f27f,4,1,14.1973,2343.75,16.0533,4218.75
0b7b8f27f,17,4,25.76,1312.5,28.2933,7406.25
0b7b8f27f,2,1,33.5467,468.75,35.3227,3000.0
0b866b593,16,4,3.92,3093.75,5.7547,4593.75
0b866b593,20,1,10.7627,2343.75,14.2027,5718.75
0bb2c7030,16,4,45.664,3093.75,47.4987,4593.75
0bca40ab7,23,1,39.3404,7235.1562,45.424,11283.3984
0bd7dc31b,2,1,7.152,468.75,8.928,3000.0
0bd7dc31b,2,1,56.512,468.75,58.288,3000.0
0bd7dc31b,0,1,27.7973,5906.25,29.088,7500.0
0bef9aa9e,10,1,56.976,947.4609,59.4199,10852.7344
0bf67aa1f,21,1,9.728,3281.25,10.8213,4125.0
0c06d49cb,6,1,49.2267,562.5,51.3707,4406.25
0c07848ae,3,1,19.2427,1031.25,19.984,2812.5
0c07848ae,18,1,45.0133,3187.5,45.7067,5062.5
0c07848ae,7,1,41.44,4687.5,44.5813,11437.5
0c10d30c2,11,1,54.3231,1808.7891,55.4609,5684.7656
0c1bcc7ba,21,1,49.3013,3281.25,50.3947,4125.0
0c3c81b14,6,1,39.9467,562.5,42.0907,4406.25
0c48ed342,2,1,53.664,468.75,55.44,3000.0
0c48ed342,19,1,47.4933,281.25,49.0453,2812.5
0c48ed342,17,4,43.5413,1312.5,46.0747,7406.25
0c56d87c9,3,1,24.272,1031.25,25.0133,2812.5
0c8046832,23,1,46.5038,7235.1562,52.5874,11283.3984
0c8072185,1,1,55.9733,3843.75,56.8693,5625.0
0c8072185,20,1,50.128,2343.75,53.568,5718.75
0c8072185,11,1,33.3439,1808.7891,34.4816,5684.7656
0c8072185,2,1,53.0773,468.75,54.8533,3000.0
0c8072185,19,1,53.6587,281.25,55.2107,2812.5
0c8324b42,22,1,0.224,10687.5,1.8293,13687.5
0c84af39f,9,1,50.5707,1125.0,53.376,5250.0
0c95479c5,4,1,5.632,2343.75,7.488,4218.75
0c95479c5,7,1,0.016,4687.5,3.1573,11437.5
0c95479c5,16,4,33.44,3093.75,35.2747,4593.75
0c95479c5,20,1,34.0853,2343.75,37.5253,5718.75
0ca70d19c,17,1,18.144,1312.5,24.5973,3937.5
0cb1abcb2,6,1,55.5253,562.5,57.6693,4406.25
0cbd53978,3,1,1.8507,1031.25,2.592,2812.5
0cd206677,11,1,6.4145,1808.7891,7.5523,5684.7656
0cf1a2ecd,12,1,53.6693,562.5,56.8053,3281.25
0cf1a2ecd,12,1,51.024,562.5,54.16,3281.25
0cf1a2ecd,16,4,20.0747,3093.75,21.9093,4593.75
0cfe92ae1,21,1,40.224,3281.25,41.3173,4125.0
0d10c0574,22,1,10.6667,10687.5,12.272,13687.5
0d1d831a8,1,1,35.0507,3843.75,35.9467,5625.0
0d1dd84cd,3,1,17.1787,1031.25,17.92,2812.5
0d1dd84cd,19,1,20.0427,281.25,21.5947,2812.5
0d2c9416c,14,1,26.6187,2531.25,27.2053,5531.25
0d42350fc,18,1,23.6,3187.5,24.2933,5062.5
0d489b79b,1,1,35.8667,3843.75,36.7627,5625.0
0d489b79b,17,4,12.8587,1312.5,15.392,7406.25
0d489b79b,0,1,6.3573,5906.25,7.648,7500.0
0d489b79b,21,1,30.032,3281.25,31.1253,4125.0
0d4a24cc8,23,1,22.3492,7235.1562,28.4328,11283.3984
0d503b7e8,10,1,9.5376,947.4609,11.9815,10852.7344
0d5f3f252,8,1,0.0533,3750.0,4.176,5531.25
0d62f3d1a,8,1,16.528,3750.0,20.6507,5531.25
0d6e47220,12,1,29.4613,562.5,32.5973,3281.25
0d6e47220,17,1,33.1467,1312.5,39.6,3937.5
0d6e47220,8,1,34.0053,3750.0,38.128,5531.25
0d6e47220,17,4,31.472,1312.5,34.0053,7406.25
0d6eb26fc,22,1,2.0853,10687.5,3.6907,13687.5
0d7267fbd,9,1,50.704,1125.0,53.5093,5250.0
0d7267fbd,20,1,41.9093,2343.75,45.3493,5718.75
0d7267fbd,3,1,1.44,1031.25,2.1813,2812.5
0d7267fbd,14,1,54.7947,2531.25,55.3813,5531.25
0d79fc2f5,13,1,38.1973,93.75,38.8213,843.75
0dbcf304b,6,1,2.976,562.5,5.12,4406.25
0dceae04a,20,1,24.016,2343.75,27.456,5718.75
0dceae04a,12,1,33.7387,562.5,36.8747,3281.25
0dceae04a,17,1,42.9333,1312.5,49.3867,3937.5
0dceae04a,19,1,50.272,281.25,51.824,2812.5
0dd5a2bdb,3,1,3.5147,1031.25,4.256,2812.5
0de868a8d,4,1,14.2773,2531.25,16.464,4031.25
0de9136c8,0,1,6.2187,5906.25,7.5093,7500.0
0de9136c8,20,1,49.92,2343.75,53.36,5718.75
